loan_id,origination_date,borrower_id,loan_amount,interest_rate,loan_term_months,credit_score,debt_to_income_ratio,loan_purpose,loan_status,annual_income,state
287,2022-11-11,1833,56536.09,14.09,60,519.0,0.4794,Home Improvement,Current,34304.09,OH
288,2018-09-23,368,19161.68,8.72,36,724.0,0.2678,Personal,Paid Off,474901.14,NY
289,2022-08-03,1995,12564.64,17.0,60,628.0,0.2044,Auto,Current,573085.41,NC
290,2020-09-15,762,55831.83,14.89,36,646.0,0.0815,Home Improvement,Default,30212.31,NY
291,2018-01-30,618,71536.85,10.08,36,681.0,0.1951,Home Improvement,Paid Off,36739.36,NJ
292,2017-06-30,528,396600.48,15.47,84,588.0,0.2869,Business,Current,39951.97,CA
293,2022-08-17,1300,9750.32,10.16,60,672.0,0.3821,Personal,Paid Off,32043.15,CA
294,2016-09-07,1453,46367.28,18.8,36,632.0,0.1351,Personal,Current,389365.69,PA
295,2017-05-11,1830,16938.67,11.04,36,662.0,0.246,Auto,Current,300982.28,PA
296,2016-01-05,2303,100484.77,19.49,60,597.0,0.4584,Business,Delinquent,46886.34,CA
297,2020-05-08,768,39758.0,5.87,84,781.0,0.4755,Home Improvement,Current,42374.32,MN
298,2023-06-01,1737,22879.1,9.53,84,715.0,0.458,Personal,Current,46572.07,VA
299,2022-08-19,2144,269493.54,8.02,120,732.0,0.4008,Business,Paid Off,27966.86,MD
300,2018-01-01,2053,58379.09,4.68,84,825.0,0.178,Home Improvement,Paid Off,431234.66,IL
301,2022-02-02,101,10783.51,10.63,120,,0.1568,Home Improvement,Paid Off,28727.46,PA
302,2018-09-30,423,357137.57,7.29,36,737.0,0.1352,Business,Current,50414.0,NJ
303,2025-12-09,262,23498.04,7.64,60,721.0,0.4872,Education,Paid Off,107434.26,VA
304,2021-03-17,566,41466.23,20.59,84,628.0,0.3751,Auto,Current,450542.31,MI
305,2019-10-14,2462,65672.01,19.59,60,644.0,0.2479,Business,Current,24561.35,FL
306,2019-01-31,2005,212707.42,7.29,60,792.0,0.1239,Business,Current,42935.34,VA
307,2022-02-13,180,82617.17,12.6,120,654.0,0.5389,Education,Current,51028.7,MA
308,2024-07-01,1741,105278.84,5.87,60,789.0,0.2334,Business,Current,42631.74,CO
309,2023-02-02,1341,36615.44,8.72,120,731.0,0.0903,Auto,Current,413902.43,PA
310,2016-04-26,671,32759.54,12.79,84,690.0,0.1402,Personal,Paid Off,26170.63,FL
311,2019-04-20,2006,34446.96,19.58,36,556.0,0.1168,Personal,Default,47786.04,Pennsylvania
312,2022-06-19,842,59988.8,17.75,84,617.0,0.5253,Home Improvement,Current,38997.37,DE
313,2019-07-17,1801,77721.92,16.25,36,591.0,0.1458,Home Improvement,Paid Off,433312.55,MD
314,2018-10-04,292,8035.14,14.13,84,586.0,0.0983,Auto,Paid Off,27585.98,NY
315,2021-07-15,142,30400.37,14.05,60,512.0,0.5485,Home Improvement,Current,605199.34,NC
316,2023-12-23,1367,60454.54,13.59,84,594.0,0.4815,Education,Paid Off,624209.44,FL
317,2020-11-12,1442,66589.64,6.24,60,750.0,0.5186,Home Improvement,Current,25627.41,DE
318,2015-12-05,1118,29148.83,5.76,60,755.0,0.1394,Personal,Current,30695.91,TX
319,2019-09-20,606,75431.92,9.4,84,714.0,0.507,Business,Delinquent,58930.25,TX
320,2021-03-27,1015,17526.02,12.26,36,662.0,0.2214,Personal,Paid Off,43439.74,CA
321,2020-12-18,945,53574.08,15.0,60,584.0,0.491,Home Improvement,Current,367577.52,NC
322,2021-04-22,481,43619.06,18.79,36,615.0,0.4474,Home Improvement,Paid Off,62826.89,MN
323,2018-09-12,1128,20660.57,8.25,84,718.0,0.0953,Home Improvement,Current,31526.51,NY
324,2016-12-10,355,17490.37,13.89,60,,0.1916,Personal,Current,32230.88,PA
325,2019-07-11,2218,52228.31,9.98,84,709.0,0.5348,Home Improvement,Current,31846.05,FL
326,2020-11-01,1579,52120.53,15.06,60,618.0,0.5075,Education,Current,28796.74,NJ
327,2018-11-05,248,30747.01,19.02,60,617.0,0.2429,Home Improvement,Default,433357.43,DE
328,2022-11-09,2058,28354.14,10.36,60,697.0,0.3294,Personal,Current,28343.24,NJ
329,2018-03-24,1179,23157.27,7.48,60,708.0,0.4131,Home Improvement,Current,26302.2,IL
330,2017-09-25,1526,289595.76,8.37,60,711.0,0.1822,Business,Current,29890.43,MD
331,2020-06-02,1553,57898.78,9.19,84,694.0,0.3226,Auto,Current,67805.04,VA
332,2023-11-18,1731,47254.08,5.41,36,756.0,0.2884,Home Improvement,Paid Off,428444.48,NY
333,2020-04-16,2095,32196.14,7.12,120,793.0,0.4675,Home Improvement,Delinquent,46591.0,NC
334,2019-07-08,30,74699.44,10.91,36,,0.362,Home Improvement,Default,166932.58,VA
335,2023-09-18,510,46085.89,19.22,120,618.0,0.4959,Personal,Delinquent,143462.34,New Jersey
336,2018-09-13,862,47177.14,19.59,84,614.0,0.3558,Personal,Current,513705.69,TX
337,2017-10-06,1382,23127.26,11.44,36,680.0,0.327,Auto,Current,38305.48,NY
338,2022-03-16,583,392273.18,7.47,36,756.0,0.4318,Business,Current,58411.64,FL
339,2020-06-19,1927,17655.23,15.48,120,588.0,0.2073,Home Improvement,Paid Off,418214.49,PA
340,2017-10-19,1221,47466.78,7.07,120,808.0,0.4168,Personal,Current,33380.08,IL
341,2016-09-21,2014,28151.64,19.61,60,564.0,0.3799,Auto,Current,192711.95,PA
342,2017-01-28,2115,33107.99,13.46,60,588.0,0.2339,Auto,Paid Off,32193.11,PA
343,2023-05-06,509,50789.86,12.46,60,643.0,0.3273,Home Improvement,Paid Off,562541.73,PA
344,2022-04-20,451,296537.15,17.35,36,613.0,0.1293,Business,Paid Off,342497.45,PA
345,2019-06-11,799,47763.07,7.05,120,803.0,0.4833,Personal,Current,37881.42,MI
346,2021-03-26,2152,19735.26,7.17,84,754.0,0.3318,Home Improvement,Current,40129.34,TX
347,2024-11-12,1111,57777.84,10.62,84,699.0,0.3084,Auto,Current,76997.23,PA
348,2016-08-11,333,86982.36,17.22,60,638.0,0.484,Education,Current,110484.78,FL
349,2022-02-09,1365,53104.93,9.61,120,725.0,0.1683,Auto,Current,38328.61,NY
350,2024-01-19,638,26247.78,19.22,84,629.0,0.3222,Auto,Current,129707.02,NJ
351,2020-05-08,822,6455.0,5.74,84,825.0,0.1449,Personal,Current,30480.39,NJ
352,2021-02-15,2153,27578.09,6.91,36,719.0,0.5179,Personal,Current,602218.32,CA
353,2019-09-18,1977,15619.52,4.82,60,760.0,0.4804,Home Improvement,Paid Off,100010.05,NJ
354,2019-11-15,2046,15844.32,16.36,36,608.0,0.3558,Education,Paid Off,42444.99,PA
355,2020-08-20,354,78389.69,13.47,84,668.0,0.488,Home Improvement,Current,36614.57,DE
356,2022-05-20,1488,46790.75,11.13,60,696.0,0.1263,Home Improvement,Current,34680.72,VA
357,2017-09-16,209,43704.46,10.38,60,682.0,0.2413,Business,Current,32627.52,NY
358,2023-10-09,2524,439692.79,16.05,120,581.0,0.4893,Business,Default,34658.86,PA
359,2022-08-20,2040,39300.79,10.3,60,655.0,0.2516,Education,Paid Off,35168.25,NC
360,2022-08-31,1412,13051.08,12.34,36,691.0,0.2995,Home Improvement,Current,509340.78,PA
361,2018-08-06,1376,60287.95,15.76,36,520.0,0.2768,Home Improvement,Delinquent,408426.8,NY
362,2020-01-17,1117,112226.94,5.88,36,759.0,0.3281,Business,Paid Off,124891.24,CA
363,2020-10-01,696,22028.02,16.61,84,592.0,0.3272,Auto,Paid Off,533471.16,NY
364,2024-01-03,2345,35792.29,6.87,84,751.0,0.4202,Personal,Current,26113.0,NC
365,2023-07-06,1081,110949.84,9.68,60,697.0,0.2382,Business,Current,582123.28,NJ
366,2020-12-06,1994,95049.94,5.66,120,750.0,0.2391,Education,Current,29806.12,MA
367,2018-09-01,533,37181.26,11.59,60,669.0,0.0993,Auto,Current,24688.65,PA
368,2020-12-28,1674,54227.67,10.33,84,664.0,0.1052,Auto,Paid Off,430666.72,NY
369,2022-05-30,2224,34470.65,15.04,84,607.0,0.3213,Home Improvement,Current,553681.97,GA
370,2017-08-28,200,48990.28,20.49,36,609.0,0.3503,Education,Current,32747.31,FL
371,2019-01-11,230,10589.05,6.54,84,827.0,0.4221,Auto,Current,33376.98,VA
372,2024-06-18,1310,13179.9,18.82,120,508.0,0.4806,Personal,Current,97378.53,New York
373,2018-05-27,486,2799.7,17.22,36,580.0,0.3717,Personal,Current,35153.99,CT
374,2023-12-16,421,19890.71,17.48,60,625.0,0.4771,Home Improvement,Current,35625.77,OH
375,2018-12-22,870,18201.2,10.16,60,663.0,0.203,Auto,Current,58542.0,PA
376,2019-10-03,1552,16731.66,18.17,60,544.0,0.3158,Education,Current,438533.85,NC
377,2018-06-19,1847,37092.15,16.76,60,584.0,0.2622,Personal,Current,28597.78,CT
378,2020-12-29,316,20494.78,5.55,84,793.0,0.3973,Home Improvement,Current,54311.22,NY
379,2024-05-14,431,325969.54,7.96,120,730.0,0.2391,Business,Current,34555.22,VA
380,2022-07-28,2429,14466.55,19.59,84,514.0,0.4675,Home Improvement,Default,26521.81,GA
381,2017-04-10,970,26344.44,15.41,60,588.0,0.4382,Personal,Delinquent,32187.46,California
382,2022-07-24,70,68492.92,11.66,36,687.0,0.3209,Home Improvement,Current,36025.61,PA
383,2018-11-28,1447,9878.7,17.38,120,559.0,0.2124,Auto,Current,365208.94,DE
384,2020-07-18,388,29266.59,7.27,84,757.0,0.4275,Home Improvement,Current,32050.2,NY
385,2021-11-23,1678,29437.79,20.58,84,602.0,0.4958,Personal,Current,31869.19,MD
386,2017-09-28,782,77832.74,6.65,36,776.0,0.4773,Home Improvement,Current,31878.16,NY
387,2018-04-14,1375,28878.01,15.67,36,594.0,0.4264,Auto,Current,29428.31,PA
388,2022-10-28,1554,41442.65,13.97,60,613.0,0.3199,Auto,Current,33943.16,MD
389,2018-01-03,669,18542.22,9.59,60,689.0,0.144,Personal,Delinquent,38491.52,NY
390,2018-07-04,232,79682.45,5.73,36,824.0,0.2,Home Improvement,Current,185620.43,NC
391,2018-05-29,1380,101974.2,11.51,36,,0.2714,Business,Delinquent,30511.61,CT
392,2020-10-26,1945,42847.14,12.3,36,586.0,0.2165,Personal,Current,252476.58,OH
393,2020-07-22,1260,218835.3,9.19,120,741.0,0.1915,Business,Current,36576.86,TX
394,2023-10-28,1551,24757.44,5.83,60,752.0,0.2362,Home Improvement,Current,37296.68,NJ
395,2021-03-08,1979,18334.64,15.97,60,571.0,0.2885,Home Improvement,Current,24729.17,FL
396,2018-10-04,2523,291376.9,16.11,84,611.0,0.4798,Business,Current,428827.42,NC
397,2018-09-11,2293,36910.92,8.59,60,746.0,0.36,Home Improvement,Current,30984.94,MI
398,2019-06-21,446,44548.9,16.22,36,598.0,0.2497,Personal,Current,33824.68,TX
399,2021-11-09,1337,31479.04,12.41,84,697.0,0.4484,Business,Current,37958.22,PA
400,2020-10-14,1466,57515.73,13.85,60,602.0,0.3626,Auto,Current,612299.13,FL
401,2022-02-21,2167,328495.86,17.09,84,583.0,0.456,Business,Paid Off,40714.16,WA
402,2018-09-01,280,9030.27,19.43,36,602.0,0.5191,Auto,Paid Off,33100.76,CO
403,2017-01-10,487,15077.28,9.65,36,672.0,0.2531,Auto,Paid Off,24871.92,AZ
404,2017-12-19,483,21607.32,14.01,84,624.0,0.2363,Auto,Paid Off,35799.39,TX
405,2020-11-09,555,16983.58,16.22,60,525.0,0.3201,Auto,Current,51824.7,DE
406,2017-10-07,479,41565.0,9.83,120,696.0,0.4836,Education,Current,36840.92,NY
407,2020-10-27,1989,362528.19,6.74,84,752.0,0.3187,Business,Current,35118.09,MN
408,2016-05-23,323,15222.43,9.16,120,734.0,0.4145,Auto,Current,496107.04,MD
409,2020-03-24,1012,59122.43,11.0,84,688.0,0.3921,Home Improvement,Current,36550.27,CO
410,2017-01-22,2132,297753.42,12.02,60,669.0,0.2899,Business,Current,130004.91,MA
411,2018-11-14,818,35443.6,12.77,60,511.0,0.4447,Home Improvement,Current,58541.41,NY
412,2018-10-23,708,32417.82,20.52,60,612.0,0.221,Auto,Paid Off,43029.21,FL
413,2017-02-15,2202,401487.39,18.83,36,503.0,0.4408,Business,Current,365938.42,IL
414,2023-03-24,1006,32482.7,7.47,84,787.0,0.2925,Personal,Paid Off,59009.3,NY
415,2020-06-30,409,59695.4,6.93,120,716.0,0.3134,Auto,Paid Off,56017.35,NJ
416,2018-01-16,2288,356210.94,11.49,120,675.0,0.3118,Business,Current,600412.85,MA
417,2021-12-29,2273,180149.99,7.97,60,722.0,0.2549,Business,Current,559235.43,NJ
418,2018-05-20,2401,53974.74,13.69,84,643.0,0.4907,Auto,Current,32581.97,NJ
419,2023-07-04,1860,70586.06,9.28,84,734.0,0.2539,Education,Current,33508.67,NY
420,2023-08-04,1162,66473.17,10.83,36,691.0,0.4933,Home Improvement,Current,531956.42,NJ
421,2018-08-02,1069,47657.29,9.88,60,721.0,0.1352,Auto,Paid Off,582752.42,MD
422,2019-09-03,1818,31355.29,17.88,60,637.0,0.1819,Home Improvement,Current,29740.36,NC
423,2023-08-19,2520,47409.78,9.76,60,678.0,0.2903,Personal,Current,266032.2,FL
424,2017-06-30,568,77272.18,9.91,60,673.0,0.4802,Home Improvement,Current,603877.34,NY
425,2018-11-25,150,19638.97,14.09,36,646.0,0.4262,Personal,Paid Off,34846.89,TX
426,2019-06-19,1229,21584.32,18.16,120,619.0,0.4617,Personal,Current,30256.09,VA
427,2021-06-03,1126,64388.1,12.49,84,677.0,0.1967,Home Improvement,Delinquent,26743.08,PA
428,2019-11-23,1034,33793.97,9.23,36,672.0,0.3602,Auto,Current,24534.77,MD
429,2020-07-06,1381,13478.98,9.64,84,685.0,0.3694,Home Improvement,Current,37624.41,DE
430,2017-06-10,1045,20260.61,17.55,84,612.0,0.088,Personal,Current,39927.1,FL
431,2020-03-27,2400,454028.61,13.18,36,658.0,0.1092,Business,Current,27255.99,CT
432,2020-03-29,2414,39871.32,10.14,60,663.0,0.214,Personal,Delinquent,49231.77,Pennsylvania
433,2023-03-10,1547,19370.58,7.83,120,702.0,0.2355,Personal,Delinquent,33346.3,AZ
434,2025-05-06,619,169366.22,19.09,60,614.0,0.2512,Business,Current,172159.93,NJ
435,2018-06-15,164,47107.73,6.94,120,756.0,0.5421,Personal,Paid Off,392013.01,FL
436,2022-09-04,403,128963.16,13.0,60,692.0,0.3373,Business,Current,36082.25,PA
437,2025-07-31,2017,17854.71,19.51,36,553.0,0.226,Personal,Paid Off,365766.17,FL
438,2017-02-24,2045,14590.84,20.57,60,608.0,0.4034,Home Improvement,Current,34976.9,NY
439,2022-03-19,1422,20279.23,10.7,84,656.0,0.2755,Personal,Current,275870.14,CA
440,2016-12-31,2030,22598.59,9.95,120,729.0,0.5013,Personal,Current,28845.49,TX
441,2022-10-06,1652,36546.6,14.33,60,586.0,0.5134,Auto,Delinquent,395820.61,PA
442,2017-05-07,1657,27750.04,14.04,60,607.0,0.4774,Personal,Paid Off,223541.55,NJ
443,2020-12-05,2260,41490.62,20.25,120,602.0,0.1296,Personal,Current,28147.73,PA
444,2021-07-07,480,26404.66,7.9,60,722.0,0.2804,Auto,Current,27525.26,VA
445,2019-10-24,50,53447.92,7.7,84,710.0,0.1728,Auto,Current,37940.18,CA
446,2023-09-28,68,119347.66,13.17,84,581.0,0.3449,Business,Current,28708.18,IL
447,2021-09-27,1754,37881.84,7.69,36,726.0,0.4504,Personal,Current,42954.18,CO
448,2018-11-07,1712,152142.29,8.38,60,743.0,0.3897,Business,Paid Off,86461.07,California
449,2017-01-18,582,23880.94,7.87,60,706.0,0.3096,Home Improvement,Current,279953.25,TX
450,2020-01-30,49,165919.93,12.5,120,659.0,0.1524,Business,Paid Off,28257.27,OH
451,2017-02-11,1821,377169.44,17.39,60,642.0,0.2511,Business,Current,34088.44,PA
452,2021-05-28,2108,19889.33,9.41,36,699.0,0.1839,Auto,Current,448371.53,NC
453,2018-06-04,837,75784.51,6.02,36,786.0,0.5038,Home Improvement,Current,24919.32,FL
454,2021-12-05,1059,34722.16,14.18,60,610.0,0.5172,Home Improvement,Default,339866.21,NY
455,2024-01-20,125,48292.28,12.22,120,669.0,0.445,Home Improvement,Current,426508.16,NY
456,2018-11-25,2490,22590.06,4.65,60,827.0,0.2825,Personal,Current,447406.61,OH
457,2022-07-29,2525,101010.03,19.07,120,601.0,0.2038,Business,Paid Off,38220.99,IL
458,2016-04-04,2287,39154.36,9.52,60,705.0,0.4251,Home Improvement,Paid Off,24739.05,DE
459,2019-09-26,882,44616.64,10.19,60,684.0,0.0898,Home Improvement,Current,31493.25,CA
460,2019-07-16,1957,22840.48,8.36,84,748.0,0.2215,Personal,Current,402534.34,CT
461,2021-07-27,26,20798.58,19.45,120,601.0,0.4477,Personal,Current,360765.26,NY
462,2025-03-07,2413,33472.79,15.03,60,600.0,0.5083,Education,Current,550062.23,CA
463,2018-07-13,1054,24285.87,11.39,84,661.0,0.5433,Auto,Current,35062.52,NJ
464,2020-06-15,2036,9404.36,12.51,36,692.0,0.3107,Personal,Paid Off,95354.94,NY
465,2019-08-08,1703,43312.48,10.53,60,696.0,0.3994,Personal,Paid Off,446024.09,PA
466,2023-11-10,1620,82083.38,12.96,84,605.0,0.2667,Education,Delinquent,24811.62,NJ
467,2019-11-04,1217,32583.64,13.33,120,697.0,0.1728,Auto,Current,32763.86,PA
468,2019-09-07,600,46716.74,8.71,60,703.0,0.1095,Home Improvement,Paid Off,38103.9,OH
469,2017-11-20,1881,5434.67,12.44,36,680.0,0.213,Education,Current,45596.77,MD
470,2022-06-23,2433,45552.48,6.06,120,835.0,0.2529,Home Improvement,Current,35868.26,VA
471,2021-07-29,1176,52626.35,12.09,60,580.0,0.1332,Home Improvement,Delinquent,133873.44,FL
472,2021-07-13,362,13697.75,5.0,84,850.0,0.375,Personal,Current,35593.54,TX
473,2024-09-21,1608,64119.77,10.58,120,680.0,0.2099,Home Improvement,Paid Off,24058.64,CA
474,2021-03-30,1308,41823.11,10.4,84,687.0,0.3133,Auto,Current,56886.71,MD
475,2022-08-11,1197,39029.77,4.93,60,819.0,0.5166,Personal,Current,36384.82,FL
476,2016-02-24,1884,62957.98,9.31,84,724.0,0.465,Education,Paid Off,181424.39,NJ
477,2021-01-20,809,128760.46,5.47,36,822.0,0.1063,Business,Current,33296.04,DE
478,2017-08-17,1629,68038.45,13.38,84,699.0,0.213,Home Improvement,Paid Off,32272.08,NJ
479,2022-07-19,1964,27627.56,15.69,84,596.0,0.2513,Home Improvement,Current,41875.98,AZ
480,2020-08-13,2117,13705.04,13.96,36,,0.3412,Personal,Paid Off,32358.93,NY
481,2022-06-22,1609,58720.63,13.84,84,,0.4514,Auto,Current,458902.41,PA
482,2023-01-10,2210,45909.24,15.29,60,618.0,0.246,Education,Paid Off,28928.18,MN
483,2022-07-25,903,61720.98,6.9,84,759.0,0.3726,Education,Current,34341.89,MI
484,2022-07-12,730,25535.26,16.32,60,636.0,0.238,Auto,Paid Off,634675.67,CA
485,2024-07-05,728,279396.68,12.87,60,684.0,0.4705,Business,Current,29311.06,TX
486,2021-04-10,1906,38822.95,9.83,84,749.0,0.5141,Education,Current,617461.79,CT
487,2016-07-12,241,63421.13,11.48,36,693.0,0.4567,Home Improvement,Current,31120.73,OH
488,2018-09-05,1223,49103.17,6.41,84,850.0,0.5304,Auto,Current,346982.09,PA
489,2020-01-08,1812,24594.62,16.02,60,649.0,0.2793,Auto,Paid Off,34206.5,DE
490,2018-11-06,71,11097.82,5.69,36,795.0,0.3424,Auto,Delinquent,29318.98,WA
491,2021-01-09,569,59715.36,8.88,84,740.0,0.5358,Auto,Current,226147.68,MI
492,2018-01-03,2158,40143.52,12.38,60,639.0,0.1809,Business,Current,499459.23,AZ
493,2025-04-19,612,108062.52,18.5,60,600.0,0.2553,Business,Current,52558.95,VA
494,2020-09-17,74,21995.28,20.56,84,620.0,0.5359,Auto,Paid Off,44767.4,AZ
495,2015-10-06,2056,49030.7,9.76,84,654.0,0.3893,Education,Current,33523.87,OH
496,2023-07-19,351,61297.15,14.24,60,587.0,0.4087,Home Improvement,Delinquent,330721.36,MA
497,2025-04-04,2313,8425.91,9.34,36,661.0,0.4845,Auto,Current,28807.36,CT
498,2021-07-29,766,23978.51,5.94,60,773.0,0.2749,Personal,Paid Off,181418.56,NJ
499,2020-12-11,2521,15457.48,20.12,60,626.0,0.3192,Personal,Current,25601.09,NJ
500,2018-03-17,1065,74243.62,12.84,36,583.0,0.3434,Home Improvement,Current,31022.29,FL
501,2023-01-26,1190,38391.6,20.72,60,589.0,0.4477,Personal,Current,157152.66,FL
502,2022-10-18,1546,77056.29,7.21,60,825.0,0.2474,Education,Paid Off,37637.06,MI
503,2022-03-22,77,49700.12,17.04,36,619.0,0.0837,Home Improvement,Current,39377.08,CA
504,2016-12-29,433,44241.04,20.68,36,607.0,0.5446,Auto,Delinquent,426438.19,FL
505,2017-08-02,1088,41278.56,9.73,84,710.0,0.4296,Home Improvement,Current,37369.73,CA
506,2018-02-09,1107,45904.56,9.83,36,718.0,0.1231,Personal,Delinquent,27705.95,TX
507,2021-08-04,158,51552.12,6.83,120,848.0,0.3163,Education,Current,27257.34,VA
508,2019-04-08,2327,19931.49,8.82,60,703.0,0.4368,Home Improvement,Paid Off,59233.78,New York
509,2020-04-21,1603,48661.26,6.12,36,797.0,0.1039,Personal,Current,35174.63,MI
510,2024-10-12,2072,17107.15,16.25,36,518.0,0.1744,Personal,Current,25913.05,VA
511,2020-04-12,136,41016.68,6.07,84,752.0,0.3026,Auto,Current,51546.17,NY
512,2025-07-27,2250,55948.47,16.36,60,640.0,0.2542,Auto,Default,515667.83,NJ
513,2022-02-28,2243,34013.81,20.28,36,620.0,0.2349,Personal,Current,412751.08,NY
514,2019-08-19,1090,48535.7,16.67,84,649.0,0.3016,Personal,Paid Off,26082.54,IL
515,2020-07-30,1951,8248.93,5.11,36,773.0,0.2309,Auto,Current,344947.09,TX
516,2021-03-05,1576,292058.36,9.29,36,719.0,0.1546,Business,Current,24883.04,GA
517,2023-10-30,2264,12000.41,6.77,60,733.0,0.3741,Home Improvement,Current,95455.52,CT
518,2019-07-09,1462,39519.71,6.9,60,798.0,0.3522,Home Improvement,Paid Off,425688.92,PA
519,2018-06-30,1299,18083.96,12.63,36,687.0,0.354,Personal,Current,463670.84,DE
520,2018-08-05,1573,59625.95,11.55,120,676.0,0.1848,Auto,Current,60708.39,DE
521,2022-06-14,1101,7277.06,6.89,60,759.0,0.3413,Personal,Current,38916.69,PA
522,2016-10-06,124,3845.67,7.11,120,748.0,0.497,Personal,Current,38536.78,NC
523,2020-02-14,2275,8367.45,19.36,36,618.0,0.4459,Personal,Current,30549.96,NY
524,2018-10-30,1545,356170.92,11.13,84,691.0,0.3695,Business,Current,518137.44,NC
525,2017-07-02,407,10340.59,6.5,120,806.0,0.5338,Home Improvement,Paid Off,200352.23,PA
526,2022-01-14,694,49637.94,10.77,60,690.0,0.4891,Personal,Current,32093.91,NY
527,2021-06-11,980,11621.17,5.4,36,784.0,0.3941,Home Improvement,Current,39942.26,OH
528,2016-06-02,1722,22949.4,10.92,60,671.0,0.2775,Home Improvement,Delinquent,37279.73,GA
529,2018-12-20,498,28991.69,14.11,84,621.0,0.3261,Personal,Paid Off,47989.26,MD
530,2023-11-12,1055,34606.93,9.16,36,725.0,0.5292,Education,Current,117077.8,MI
531,2020-02-11,343,34039.24,8.4,60,712.0,0.4952,Home Improvement,Current,36185.34,AZ
532,2018-09-05,2133,54005.35,6.02,36,753.0,0.5422,Auto,Current,31097.31,Pennsylvania
533,2020-04-06,300,19748.84,16.24,84,624.0,0.3368,Home Improvement,Current,31479.69,PA
534,2018-11-02,633,245397.73,12.17,60,584.0,0.3837,Business,Current,37268.48,PA
535,2021-12-22,1675,28537.63,6.78,36,731.0,0.0915,Home Improvement,Current,32474.58,DE
536,2019-03-09,2021,349795.54,9.19,84,650.0,0.1214,Business,Current,36470.2,NY
537,2020-11-23,622,42961.45,11.37,36,652.0,0.2532,Auto,Current,261752.64,NJ
538,2023-02-24,1209,20092.1,14.81,60,582.0,0.4513,Auto,Current,550918.25,PA
539,2017-08-08,221,25665.78,12.08,60,691.0,0.3394,Home Improvement,Default,24651.02,DE
540,2018-07-09,1612,44402.96,13.35,84,611.0,0.3607,Home Improvement,Delinquent,512480.56,CA
541,2019-08-15,1915,52640.57,6.57,84,745.0,0.1236,Auto,Current,63630.01,PA
542,2017-11-17,2393,77051.08,6.54,60,846.0,0.2536,Education,Delinquent,33007.71,MI
543,2020-02-19,85,11028.35,12.29,84,679.0,0.1762,Personal,Current,26220.57,IL
544,2020-12-10,1746,40279.39,17.9,60,605.0,0.1005,Personal,Current,30624.07,NJ
545,2023-04-30,267,45693.94,12.03,120,569.0,0.2708,Auto,Current,49613.85,NY
546,2018-12-08,565,17039.93,12.25,60,650.0,0.1028,Home Improvement,Current,32510.39,GA
547,2017-12-14,291,15396.28,11.2,60,690.0,0.3672,Auto,Current,35812.69,PA
548,2016-10-01,2357,67397.93,5.39,60,757.0,0.1692,Education,Paid Off,28725.87,MN
549,2018-08-18,1174,59729.92,9.81,84,739.0,0.3986,Education,Current,463985.71,PA
550,2020-02-28,417,22288.1,12.6,60,611.0,0.1916,Auto,Current,421883.53,NJ
551,2016-10-09,473,437745.2,7.46,60,720.0,0.1821,Business,Paid Off,358824.24,NY
552,2017-03-05,790,28857.46,11.24,120,689.0,0.3482,Auto,Paid Off,26711.4,PA
553,2021-05-10,2078,17601.83,13.24,60,639.0,0.1942,Auto,Current,35846.56,NY
